1313 L* Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend,LRO4 Age (ka),LRO4 Depth (amcd),LRO4 d18O,LRO4 d18O Norm Detrend,Alkane Age (kyr),Alkane Depth (amcd),Alkanes (ng/g),Alkanol Age (kyr),  Alkanol Depth (amcd),Alkanol (ng/g),  SST Depth (amcd),SST Age (kyr),SST (°C),Color Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
2467.622,117.05,78.86,0.5900,,,,,2763.07,131.09,31.88,,,,142.59,3021.06,18.02,,,,,
2468.793,117.10,78.91,0.5980,,,,,2765.51,131.19,41.47,,,,142.82,3025.75,17.72,,,,,
2469.964,117.15,78.75,0.5687,,,,,2767.95,131.29,39.04,,,,142.84,3026.15,19.96,,,,,
2471.135,117.20,78.53,0.5288,,,,,2770.39,131.39,23.4,,,,143.06,3030.64,19.83,,,,,
2472.306,117.25,78.13,0.4571,,,,,2772.83,131.49,26.8,,,,143.29,3035.32,20.21,,,,,
2473.478,117.30,77.16,0.2844,,,,,2775.27,131.59,27.85,,,,143.5,3039.61,19.59,,,,,
2474.649,117.35,76.20,0.1135,,,,,2777.71,131.69,16.11,,,,143.61,3041.85,20.74,,,,,
2475.82,117.40,74.44,-0.1991,,,,,2778.2,131.71,5.19,,,,143.72,3044.09,21.19,,,,,
2476.991,117.45,72.66,-0.5153,,,,,2780.15,131.79,12.81,,,,143.94,3048.57,19.42,,,,,
2478.162,117.50,71.07,-0.7978,,,,,2785.02,131.99,11.53,,,,144.21,3055.06,20.1,,,,,
2479.333,117.55,69.10,-1.1476,,,,,2787.46,132.09,18.51,,,,144.53,3063.16,18.85,,,,,
2480.504,117.60,64.64,-1.9383,,,,,2789.9,132.19,20.5,,,,144.62,3065.44,20.7,,,,,
2481.676,117.65,61.81,-2.4404,,,,,2791.85,132.27,23.76,,,,144.69,3067.22,19.25,,,,,
2482.847,117.70,60.41,-2.6893,,,,,2794.78,132.39,27.69,,,,144.76,3068.99,21.39,,,,,
2484.018,117.75,62.42,-2.3342,,,,,2804.05,132.77,122.62,,,,144.99,3074.81,22.05,,,,,
2485.189,117.80,62.90,-2.2501,,,,,2809.05,132.97,112.77,,,,145.15,3078.86,21.48,,,,,
2486.36,117.85,61.80,-2.4458,,,,,2813.89,133.16,56.65,,,,145.3,3082.66,21.78,,,,,
2487.531,117.90,59.98,-2.7691,,,,,2818.98,133.36,46.74,,,,145.45,3086.46,21.59,,,,,
2488.521,117.95,62.52,-2.3200,,,,,2823.82,133.55,29.57,,,,145.61,3090.63,20.95,,,,,
2489.388,118.00,64.99,-1.8832,,,,,2828.65,133.74,52.02,,,,145.76,3095.32,21.24,,,,,
2490.255,118.05,67.24,-1.4854,,,,,2829.16,133.76,15.15,,,,145.77,3095.63,22.27,,,,,
2491.123,118.10,67.76,-1.3940,,,,,2838.58,134.13,53.07,,,,145.91,3100.01,21.04,,,,,
2491.99,118.15,66.48,-1.6214,,,,,2843.67,134.33,54.54,,,,146.07,3105.02,20.48,,,,,
2492.857,118.20,66.50,-1.6185,,,,,2848.44,134.52,100.73,,,,146.22,3109.71,21.28,,,,,
2493.725,118.25,67.35,-1.4686,,,,,2852.89,134.72,74.78,,,,146.37,3114.41,20.72,,,,,
2494.592,118.30,70.20,-0.9646,,,,,2861.33,135.1,21.18,,,,146.53,3119.41,20.6,,,,,
2495.459,118.35,73.51,-0.3791,,,,,2864,135.22,21.68,,,,146.68,3124.11,20.29,,,,,
2496.327,118.40,75.22,-0.0769,,,,,2865.78,135.3,21.58,,,,146.83,3128.8,19.04,,,,,
2497.194,118.45,74.77,-0.1573,,,,,2874.44,135.69,39.15,,,,146.93,3131.93,20.04,,,,,
2498.061,118.50,76.38,0.1272,,,,,2878.67,135.88,50.25,,,,146.99,3133.81,18.38,,,,,
2498.929,118.55,77.09,0.2523,,,,,2887.34,136.27,82.46,,,,147.15,3137.96,18.47,,,,,
2499.796,118.60,77.51,0.3260,,,,,2896.06,136.66,46.22,,,,147.34,3142.09,18.44,,,,,
2500.663,118.65,78.53,0.5060,,,,,2896.5,136.68,9.33,,,,147.54,3146.43,21.47,,,,,
2501.531,118.70,78.42,0.4858,,,,,2900.75,136.87,36.65,,,,147.73,3150.57,22.47,,,,,
2502.398,118.75,77.57,0.3346,,,,,2905.44,137.08,20.72,,,,147.86,3153.39,22.13,,,,,
2503.265,118.80,76.70,0.1798,,,,,2910.13,137.29,30.37,,,,147.96,3155.57,22.34,,,,,
2504.133,118.85,73.39,-0.4070,,,,,2914.83,137.5,22.25,,,,148.06,3157.74,23.32,,,,,
2505,118.90,76.99,0.2299,,,,,2918.4,137.66,59.01,,,,148.16,3159.91,21.48,,,,,
2505.867,118.95,75.54,-0.0276,,,,,2918.85,137.68,41.35,,,,148.36,3164.26,21.11,,,,,
2506.735,119.00,75.48,-0.0389,,,,,2922.87,137.86,77.12,,,,148.56,3168.61,20.87,,,,,
2507.602,119.05,74.12,-0.2804,,,,,2927.28,138.06,73.81,,,,148.76,3172.96,21.47,,,,,
2508.469,119.10,73.42,-0.4051,,,,,2931.54,138.26,67.1,,,,148.96,3177.58,21.2,,,,,
2509.337,119.15,71.62,-0.7245,,,,,2935.8,138.46,69.24,,,,148.98,3178.11,21.86,,,,,
2510.204,119.20,66.02,-1.7170,,,,,2940.07,138.66,52.73,,,,149.16,3182.86,21.01,,,,,
2511.072,119.25,62.46,-2.3481,,,,,2944.33,138.86,64.39,,,,149.36,3188.13,21.7,,,,,
2511.939,119.30,63.94,-2.0867,,,,,2948.59,139.06,44.83,,,,149.56,3193.41,21.28,,,,,
2512.806,119.35,61.30,-2.5549,,,,,2951.15,139.18,17.91,,,,149.76,3198.68,21.57,,,,,
2513.674,119.40,63.56,-2.1553,,,,,2952.85,139.26,68.35,,,,149.96,3203.96,21.69,,,,,
2514.541,119.45,64.99,-1.9027,,,,,2957.11,139.46,21.11,,,,150.16,3209.23,21.65,,,,,
2515.408,119.50,62.83,-2.2860,,,,,2961.38,139.66,30.92,,,,150.36,3214.51,20.16,,,,,
2516.276,119.55,61.50,-2.5222,,,,,2965.64,139.86,23.29,,,,150.48,3217.67,20.37,,,,,
2517.143,119.60,58.91,-2.9815,,,,,2974.16,140.26,37.95,,,,150.56,3219.78,21.49,,,,,
2518.01,119.65,60.40,-2.7183,,,,,2978.4,140.46,70.43,,,,150.76,3225.05,19.02,,,,,
2518.877,119.70,60.92,-2.6269,,,,,2982.4,140.66,46.36,,,,150.96,3230.33,20.16,,,,,
2519.745,119.75,60.78,-2.6524,,,,,2982.8,140.68,27.5,,,,151.36,3240.88,21.41,,,,,
2520.612,119.80,61.01,-2.6123,,,,,2986.4,140.86,60.75,,,,151.56,3246.15,20.37,,,,,
2521.479,119.85,60.73,-2.6626,,,,,2990.4,141.06,42.47,,,,151.76,3251.43,20.4,,,,,
2522.404,119.90,61.46,-2.5340,,,,,2994.4,141.26,36.64,,,,151.86,3254.07,19.19,,,,,
2523.413,119.95,61.11,-2.5968,,,,,2996.4,141.36,41.55,,,,151.98,3257.23,20.95,,,,,
2524.422,120.00,58.49,-3.0616,,,,,2998.4,141.46,33.9,,,,152.06,3259.34,20.69,,,,,
2525.431,120.05,57.39,-3.2572,,,,,3000.4,141.56,64.84,,,,152.26,3264.62,19.56,,,,,
2526.44,120.10,59.87,-2.8187,,,,,3004.2,141.75,58.18,,,,152.46,3269.89,19.93,,,,,
2527.45,120.15,62.12,-2.4210,,,,,3006.4,141.86,61.89,,,,152.66,3275.16,20.6,,,,,
2528.459,120.20,65.41,-1.8392,,,,,3013.6,142.22,75.56,,,,152.86,3280.44,21.63,,,,,
2529.468,120.25,65.98,-1.7390,,,,,3017.6,142.42,92.91,,,,153.06,3285.71,19.15,,,,,
2530.477,120.30,63.32,-2.2109,,,,,3021.06,142.59,79.19,,,,153.15,3288.09,17.29,,,,,
2531.486,120.35,64.64,-1.9779,,,,,3025.75,142.82,47.53,,,,153.26,3290.99,16.84,,,,,
2532.496,120.40,67.93,-1.3960,,,,,3026.15,142.84,24.88,,,,153.37,3293.89,17.07,,,,,
2533.505,120.45,70.57,-0.9292,,,,,3030.64,143.06,59.13,,,,153.58,3298.62,18.02,,,,,
2534.514,120.50,74.15,-0.2960,,,,,3035.32,143.29,62.67,,,,153.8,3303.06,17.71,,,,,
2535.523,120.55,74.68,-0.2029,,,,,3039.61,143.5,59.27,,,,154.02,3307.5,17.19,,,,,
2536.532,120.60,75.60,-0.0408,,,,,3041.85,143.61,41.41,,,,154.13,3309.72,17.88,,,,,
2537.541,120.65,77.09,0.2223,,,,,3044.09,143.72,97.26,,,,154.26,3312.35,19.01,,,,,
2538.551,120.70,77.45,0.2853,,,,,3048.57,143.94,51.01,,,,154.35,3314.17,20.88,,,,,
2539.56,120.75,77.82,0.3501,,,,,3055.06,144.21,56.07,,,,154.57,3318.61,20.02,,,,,
2540.569,120.80,77.59,0.3085,,,,,3063.16,144.53,62.2,,,,154.79,3323.05,19.56,,,,,
2541.578,120.85,77.85,0.3538,,,,,3065.44,144.62,15.81,,,,155.01,3327.49,19.61,,,,,
2542.587,120.90,79.19,0.5903,,,,,3067.22,144.69,44.85,,,,155.4,3335.36,20.98,,,,,
2543.596,120.95,79.57,0.6569,,,,,3068.99,144.76,15.47,,,,155.59,3339.19,20.99,,,,,
2544.605,121.00,79.47,0.6384,,,,,3074.81,144.99,37.9,,,,155.69,3342.47,18.65,,,,,
2545.615,121.05,80.90,0.8908,,,,,3078.86,145.15,29.89,,,,155.81,3347.42,19.8,,,,,
2546.624,121.10,81.85,1.0583,,,,,3082.66,145.3,24.53,,,,155.89,3350.72,20.75,,,,,
2547.633,121.15,82.04,1.0912,,,,,3086.46,145.45,27.7,,,,156.1,3359.38,22.17,,,,,
2548.642,121.20,81.80,1.0479,,,,,3090.63,145.61,38.91,,,,156.34,3369.28,17.64,,,,,
2549.651,121.25,80.45,0.8080,,,,,3095.32,145.76,28.79,,,,156.49,3375.46,19.19,,,,,
2550.661,121.30,81.34,0.9648,,,,,3095.63,145.77,16.64,,,,156.7,3382.16,19.26,,,,,
2551.67,121.35,81.69,1.0260,,,,,3100.01,145.91,27.11,,,,156.95,3387.55,19.67,,,,,
2552.679,121.40,81.40,0.9739,,,,,3105.02,146.07,32.76,,,,157.27,3394.46,18.91,,,,,
2553.688,121.45,80.80,0.8669,,,,,3109.71,146.22,32.03,,,,157.4,3397.27,19.89,,,,,
2554.697,121.50,81.16,0.9298,,,,,3114.41,146.37,12.64,,,,157.48,3398.99,18.13,,,,,
2555.707,121.55,81.23,0.9415,,,,,3119.41,146.53,30.56,,,,157.7,3403.74,17.77,,,,,
2556.716,121.60,80.36,0.7866,,,,,3124.11,146.68,39.72,,,,157.9,3408.06,18.85,,,,,
2557.725,121.65,79.83,0.6919,,,,,3128.8,146.83,60.21,,,,158.08,3411.94,19.19,,,,,
2558.734,121.70,80.01,0.7230,,,,,3131.93,146.93,32.35,,,,158.09,3412.16,18.32,,,,,
2559.743,121.75,79.80,0.6851,,,,,3133.81,146.99,59.34,,,,158.15,3413.45,17.84,,,,,
2560.752,121.80,78.03,0.3708,,,,,3137.96,147.15,63.37,,,,158.28,3416.26,21.4,,,,,
2561.761,121.85,77.79,0.3275,,,,,3142.09,147.34,57.65,,,,158.29,3416.48,18.29,,,,,
2562.771,121.90,77.96,0.3569,,,,,3146.43,147.54,35.08,,,,158.35,3417.77,19.72,,,,,
2563.78,121.95,76.33,0.0674,,,,,3150.57,147.73,38.77,,,,158.48,3420.58,19.07,,,,,
2564.789,122.00,76.77,0.1445,,,,,3153.39,147.86,22.68,,,,158.48,3420.58,20.61,,,,,
2565.798,122.05,74.82,-0.2016,,,,,3155.57,147.96,16.19,,,,158.54,3421.87,19.76,,,,,
2566.606,122.10,74.37,-0.2819,,,,,3157.74,148.06,19.6,,,,158.68,3424.89,17.74,,,,,
2567.364,122.15,77.68,0.3037,,,,,3159.91,148.16,16.69,,,,158.68,3424.89,19.87,,,,,
2568.121,122.20,78.22,0.3988,,,,,3164.26,148.36,34.99,,,,158.9,3429.64,20.01,,,,,
2568.879,122.25,78.03,0.3645,,,,,3168.61,148.56,18.19,,,,159.08,3433.53,20.3,,,,,
2569.636,122.30,77.87,0.3356,,,,,3172.96,148.76,35.59,,,,159.28,3437.84,18.98,,,,,
2570.394,122.35,78.29,0.4094,,,,,3177.58,148.96,16.92,,,,159.6,3444.75,20.34,,,,,
2571.152,122.40,77.97,0.3521,,,,,3178.11,148.98,17.5,,,,159.8,3449.07,19.58,,,,,
2571.909,122.45,77.65,0.2949,,,,,3182.86,149.16,15.19,,,,160,3453.38,20.32,,,,,
2572.667,122.50,78.90,0.5157,,,,,3188.13,149.36,14.66,,,,160.2,3457.7,20.34,,,,,
2573.424,122.55,79.26,0.5788,,,,,3193.41,149.56,29.22,,,,160.4,3462.02,20.05,,,,,
2574.182,122.60,78.77,0.4915,,,,,3198.68,149.76,10.85,,,,160.6,3466.33,20.22,,,,,
2574.939,122.65,79.41,0.6042,,,,,3203.96,149.96,12.86,,,,160.8,3470.65,20.89,,,,,
2575.697,122.70,78.77,0.4903,,,,,3209.23,150.16,19.02,,,,161,3474.97,20.83,,,,,
2576.455,122.75,79.19,0.5641,,,,,3214.51,150.36,12.84,,,,,,,,,,,
2577.212,122.80,78.62,0.4625,,,,,3217.67,150.48,11.25,,,,,,,,,,,
2577.97,122.85,77.64,0.2884,,,,,3225.05,150.76,8.23,,,,,,,,,,,
2578.727,122.90,78.58,0.4543,,,,,3230.33,150.96,9,,,,,,,,,,,
2579.485,122.95,75.52,-0.0882,,,,,3240.88,151.36,10.59,,,,,,,,,,,
2580.242,123.00,76.94,0.1627,,,,,3246.15,151.56,15.88,,,,,,,,,,,
2581,123.05,76.47,0.0788,,,,,3251.43,151.76,20.87,,,,,,,,,,,
2582.61,123.10,73.85,-0.3864,,,,,3254.07,151.86,35.21,,,,,,,,,,,
2584.22,123.15,73.56,-0.4390,,,,,3257.23,151.98,17.74,,,,,,,,,,,
2585.83,123.20,72.80,-0.5749,,,,,3259.34,152.06,20.49,,,,,,,,,,,
2587.441,123.25,71.70,-0.7709,,,,,3264.62,152.26,15.89,,,,,,,,,,,
2589.051,123.30,72.68,-0.5986,,,,,3269.89,152.46,32.6,,,,,,,,,,,
2590.661,123.35,73.70,-0.4192,,,,,3275.16,152.66,16.45,,,,,,,,,,,
2592.271,123.40,73.32,-0.4878,,,,,3285.71,153.06,29.01,,,,,,,,,,,
2593.881,123.45,71.75,-0.7671,,,,,3288.09,153.15,41.86,,,,,,,,,,,
2595.491,123.50,69.54,-1.1597,,,,,3290.99,153.26,50.28,,,,,,,,,,,
2597.102,123.55,66.98,-1.6143,,,,,3293.89,153.37,42.27,,,,,,,,,,,
2598.712,123.60,66.41,-1.7165,,,,,3298.62,153.58,73.53,,,,,,,,,,,
2600.242,123.65,65.00,-1.9674,,,,,3303.06,153.8,53.5,,,,,,,,,,,
2601.453,123.70,63.67,-2.2039,,,,,3307.5,154.02,103.01,,,,,,,,,,,
2602.663,123.75,63.02,-2.3200,,,,,3309.72,154.13,42.95,,,,,,,,,,,
2603.874,123.80,63.42,-2.2501,,,,,3312.35,154.26,32.28,,,,,,,,,,,
2605.084,123.85,63.11,-2.3059,,,,,3318.61,154.57,32.04,,,,,,,,,,,
2606.295,123.90,62.42,-2.4290,,,,,3323.05,154.79,19.22,,,,,,,,,,,
2607.505,123.95,61.04,-2.6744,,,,,3327.49,155.01,39.32,,,,,,,,,,,
2608.716,124.00,63.70,-2.2042,,,,,3335.36,155.4,10.94,,,,,,,,,,,
2609.927,124.05,63.44,-2.2512,,,,,3339.19,155.59,51.01,,,,,,,,,,,
2611.137,124.10,61.66,-2.5674,,,,,3342.47,155.69,24.13,,,,,,,,,,,
2612.347,124.15,60.22,-2.8233,,,,,3347.42,155.81,6.97,,,,,,,,,,,
2613.558,124.20,62.50,-2.4205,,,,,3350.72,155.89,10.05,,,,,,,,,,,
2614.768,124.25,71.65,-0.8010,,,,,3359.38,156.1,31.29,,,,,,,,,,,
2615.979,124.30,72.99,-0.5646,,,,,3369.28,156.34,12.62,,,,,,,,,,,
2617.189,124.35,74.19,-0.3530,,,,,3375.46,156.49,18.49,,,,,,,,,,,
2618.4,124.40,75.15,-0.1839,,,,,3382.16,156.7,12.84,,,,,,,,,,,
2619.61,124.45,76.30,0.0188,,,,,3387.55,156.95,7.82,,,,,,,,,,,
2620.821,124.50,76.42,0.0391,,,,,3394.46,157.27,11.07,,,,,,,,,,,
2622.032,124.55,76.18,-0.0043,,,,,3397.27,157.4,9.39,,,,,,,,,,,
2623.242,124.60,78.98,0.4906,,,,,3408.06,157.9,23.24,,,,,,,,,,,
2624.453,124.65,79.20,0.5286,,,,,3411.94,158.08,35.38,,,,,,,,,,,
2625.663,124.70,80.91,0.8305,,,,,3412.16,158.09,20.88,,,,,,,,,,,
2626.874,124.75,79.99,0.6667,,,,,3413.45,158.15,24.18,,,,,,,,,,,
2628.084,124.80,81.01,0.8464,,,,,3416.26,158.28,9.62,,,,,,,,,,,
2629.295,124.85,80.17,0.6967,,,,,3416.48,158.29,18.65,,,,,,,,,,,
2630.505,124.90,80.28,0.7152,,,,,3417.77,158.35,23.89,,,,,,,,,,,
2631.716,124.95,80.02,0.6682,,,,,3420.58,158.48,11.22,,,,,,,,,,,
2632.926,125.00,79.83,0.6336,,,,,3420.58,158.48,24.07,,,,,,,,,,,
2634.137,125.05,76.49,0.0412,,,,,3421.87,158.54,20.6,,,,,,,,,,,
2635.347,125.10,79.08,0.4989,,,,,3424.89,158.68,20.59,,,,,,,,,,,
2636.558,125.15,78.18,0.3386,,,,,3424.89,158.68,10.55,,,,,,,,,,,
2637.768,125.20,78.12,0.3270,,,,,3429.64,158.9,21.74,,,,,,,,,,,
2638.979,125.25,76.48,0.0357,,,,,3433.53,159.08,58.78,,,,,,,,,,,
2640.189,125.30,76.16,-0.0219,,,,,3437.84,159.28,26.79,,,,,,,,,,,
2641.4,125.35,72.77,-0.6233,,,,,3444.75,159.6,11.83,,,,,,,,,,,
2642.611,125.40,73.25,-0.5392,,,,,3449.07,159.8,21.26,,,,,,,,,,,
2643.821,125.45,76.70,0.0709,,,,,3457.7,160.2,15.35,,,,,,,,,,,
2645.031,125.50,73.82,-0.4401,,,,,3462.02,160.4,32.51,,,,,,,,,,,
2646.226,125.55,70.70,-0.9936,,,,,3466.33,160.6,22.55,,,,,,,,,,,
2647.355,125.60,74.68,-0.2896,,,,,3470.65,160.8,16.56,,,,,,,,,,,
2648.484,125.65,75.60,-0.1276,,,,,3474.97,161,19.07,,,,,,,,,,,
2649.613,125.70,75.72,-0.1072,,,,,,,,,,,,,,,,,,
2650.742,125.75,75.66,-0.1187,,,,,,,,,,,,,,,,,,
2651.871,125.80,75.87,-0.0824,,,,,,,,,,,,,,,,,,
2653,125.85,77.26,0.1629,,,,,,,,,,,,,,,,,,
2654.129,125.90,78.54,0.3887,,,,,,,,,,,,,,,,,,
2655.258,125.95,79.25,0.5136,,,,,,,,,,,,,,,,,,
2656.387,126.00,79.99,0.6438,,,,,,,,,,,,,,,,,,
2657.516,126.05,81.03,0.8271,,,,,,,,,,,,,,,,,,
2658.645,126.10,80.78,0.7819,,,,,,,,,,,,,,,,,,
2659.774,126.15,80.86,0.7952,,,,,,,,,,,,,,,,,,
2660.903,126.20,80.82,0.7873,,,,,,,,,,,,,,,,,,
2662.032,126.25,80.17,0.6713,,,,,,,,,,,,,,,,,,
2663.161,126.30,81.31,0.8723,,,,,,,,,,,,,,,,,,
2664.29,126.35,81.43,0.8927,,,,,,,,,,,,,,,,,,
2665.419,126.40,82.29,1.0441,,,,,,,,,,,,,,,,,,
2666.548,126.45,81.73,0.9441,,,,,,,,,,,,,,,,,,
2667.677,126.50,81.29,0.8653,,,,,,,,,,,,,,,,,,
2668.806,126.55,80.71,0.7617,,,,,,,,,,,,,,,,,,
2669.935,126.60,82.83,1.1363,,,,,,,,,,,,,,,,,,
2671.064,126.65,82.54,1.0840,,,,,,,,,,,,,,,,,,
2672.193,126.70,82.09,1.0034,,,,,,,,,,,,,,,,,,
2673.323,126.75,81.47,0.8928,,,,,,,,,,,,,,,,,,
2674.452,126.80,81.57,0.9096,,,,,,,,,,,,,,,,,,
2675.581,126.85,79.48,0.5386,,,,,,,,,,,,,,,,,,
2676.71,126.90,80.20,0.6652,,,,,,,,,,,,,,,,,,
2677.839,126.95,79.69,0.5740,,,,,,,,,,,,,,,,,,
2678.968,127.00,79.40,0.5218,,,,,,,,,,,,,,,,,,
2680.097,127.05,78.42,0.3474,,,,,,,,,,,,,,,,,,
2681.226,127.10,77.55,0.1924,,,,,,,,,,,,,,,,,,
2682.355,127.15,76.07,-0.0706,,,,,,,,,,,,,,,,,,
2683.484,127.20,73.69,-0.4930,,,,,,,,,,,,,,,,,,
2684.613,127.25,72.09,-0.7772,,,,,,,,,,,,,,,,,,
2685.742,127.30,73.13,-0.5939,,,,,,,,,,,,,,,,,,
2686.871,127.35,72.44,-0.7170,,,,,,,,,,,,,,,,,,
2688,127.40,68.99,-1.3288,,,,,,,,,,,,,,,,,,
2688.795,127.45,69.61,-1.2196,,,,,,,,,,,,,,,,,,
2689.591,127.50,69.90,-1.1689,,,,,,,,,,,,,,,,,,
2690.386,127.55,69.89,-1.1713,,,,,,,,,,,,,,,,,,
2691.182,127.60,72.57,-0.6973,,,,,,,,,,,,,,,,,,
2691.977,127.65,71.59,-0.8714,,,,,,,,,,,,,,,,,,
2692.773,127.70,72.91,-0.6383,,,,,,,,,,,,,,,,,,
2693.568,127.75,72.88,-0.6442,,,,,,,,,,,,,,,,,,
2694.364,127.80,74.56,-0.3473,,,,,,,,,,,,,,,,,,
2695.159,127.85,74.91,-0.2859,,,,,,,,,,,,,,,,,,
2695.955,127.90,73.90,-0.4654,,,,,,,,,,,,,,,,,,
2696.75,127.95,76.26,-0.0481,,,,,,,,,,,,,,,,,,
2697.545,128.00,76.01,-0.0930,,,,,,,,,,,,,,,,,,
2698.341,128.05,75.23,-0.2317,,,,,,,,,,,,,,,,,,
2699.136,128.10,74.73,-0.3209,,,,,,,,,,,,,,,,,,
2699.932,128.15,76.18,-0.0647,,,,,,,,,,,,,,,,,,
2700.727,128.20,75.39,-0.2052,,,,,,,,,,,,,,,,,,
2701.523,128.25,75.04,-0.2679,,,,,,,,,,,,,,,,,,
2702.318,128.30,74.29,-0.4013,,,,,,,,,,,,,,,,,,
2703.114,128.35,74.88,-0.2974,,,,,,,,,,,,,,,,,,
2703.909,128.40,73.68,-0.5106,,,,,,,,,,,,,,,,,,
2704.704,128.45,71.82,-0.8406,,,,,,,,,,,,,,,,,,
2705.5,128.50,70.58,-1.0608,,,,,,,,,,,,,,,,,,
2706.295,128.55,72.23,-0.7692,,,,,,,,,,,,,,,,,,
2707.091,128.60,71.16,-0.9593,,,,,,,,,,,,,,,,,,
2707.886,128.65,71.38,-0.9210,,,,,,,,,,,,,,,,,,
2708.682,128.70,71.83,-0.8419,,,,,,,,,,,,,,,,,,
2709.477,128.75,70.40,-1.0958,,,,,,,,,,,,,,,,,,
2710.273,128.80,69.85,-1.1938,,,,,,,,,,,,,,,,,,
2711.068,128.85,68.42,-1.4477,,,,,,,,,,,,,,,,,,
2711.864,128.90,66.60,-1.7706,,,,,,,,,,,,,,,,,,
2712.659,128.95,67.17,-1.6703,,,,,,,,,,,,,,,,,,
2713.455,129.00,67.11,-1.6815,,,,,,,,,,,,,,,,,,
2714.25,129.05,67.57,-1.6007,,,,,,,,,,,,,,,,,,
2715.045,129.10,67.82,-1.5570,,,,,,,,,,,,,,,,,,
2715.841,129.15,65.03,-2.0517,,,,,,,,,,,,,,,,,,
2716.983,129.20,67.50,-1.6152,,,,,,,,,,,,,,,,,,
2718.213,129.25,69.10,-1.3328,,,,,,,,,,,,,,,,,,
2719.443,129.30,67.85,-1.5551,,,,,,,,,,,,,,,,,,
2720.672,129.35,69.79,-1.2125,,,,,,,,,,,,,,,,,,
2721.901,129.40,68.83,-1.3834,,,,,,,,,,,,,,,,,,
2723.131,129.45,70.60,-1.0709,,,,,,,,,,,,,,,,,,
2724.361,129.50,69.05,-1.3464,,,,,,,,,,,,,,,,,,
2725.59,129.55,69.53,-1.2623,,,,,,,,,,,,,,,,,,
2726.82,129.60,69.83,-1.2102,,,,,,,,,,,,,,,,,,
2728.049,129.65,70.15,-1.1544,,,,,,,,,,,,,,,,,,
2729.279,129.70,70.22,-1.1430,,,,,,,,,,,,,,,,,,
2730.508,129.75,70.67,-1.0643,,,,,,,,,,,,,,,,,,
2731.738,129.80,73.28,-0.6030,,,,,,,,,,,,,,,,,,
2732.967,129.85,75.03,-0.2940,,,,,,,,,,,,,,,,,,
2734.197,129.90,75.55,-0.2029,,,,,,,,,,,,,,,,,,
2735.426,129.95,76.37,-0.0586,,,,,,,,,,,,,,,,,,
2736.656,130.00,76.57,-0.0241,,,,,,,,,,,,,,,,,,
2737.885,130.05,75.77,-0.1668,,,,,,,,,,,,,,,,,,
2739.115,130.10,77.31,0.1050,,,,,,,,,,,,,,,,,,
2740.344,130.15,77.93,0.2139,,,,,,,,,,,,,,,,,,
2741.573,130.20,77.33,0.1067,,,,,,,,,,,,,,,,,,
2742.803,130.25,76.96,0.0402,,,,,,,,,,,,,,,,,,
2744.033,130.30,78.12,0.2447,,,,,,,,,,,,,,,,,,
2745.262,130.35,79.13,0.4226,,,,,,,,,,,,,,,,,,
2746.491,130.40,78.76,0.3561,,,,,,,,,,,,,,,,,,
2747.721,130.45,77.95,0.2117,,,,,,,,,,,,,,,,,,
2748.951,130.50,80.10,0.5915,,,,,,,,,,,,,,,,,,
2750.18,130.55,79.62,0.5055,,,,,,,,,,,,,,,,,,
2751.41,130.60,79.38,0.4621,,,,,,,,,,,,,,,,,,
2752.639,130.65,78.86,0.3690,,,,,,,,,,,,,,,,,,
2753.869,130.70,79.79,0.5328,,,,,,,,,,,,,,,,,,
2755.098,130.75,79.28,0.4415,,,,,,,,,,,,,,,,,,
2756.328,130.80,78.29,0.2652,,,,,,,,,,,,,,,,,,
2757.557,130.85,77.98,0.2094,,,,,,,,,,,,,,,,,,
2758.787,130.90,77.49,0.1216,,,,,,,,,,,,,,,,,,
2760.016,130.95,77.50,0.1225,,,,,,,,,,,,,,,,,,
2761.246,131.00,77.43,0.1091,,,,,,,,,,,,,,,,,,
2762.475,131.05,77.06,0.0426,,,,,,,,,,,,,,,,,,
2763.705,131.10,77.07,0.0435,,,,,,,,,,,,,,,,,,
2764.934,131.15,76.35,-0.0850,,,,,,,,,,,,,,,,,,
2766.164,131.20,75.85,-0.1745,,,,,,,,,,,,,,,,,,
2767.393,131.25,75.74,-0.1949,,,,,,,,,,,,,,,,,,
2768.623,131.30,75.51,-0.2366,,,,,,,,,,,,,,,,,,
2769.853,131.35,74.86,-0.3527,,,,,,,,,,,,,,,,,,
2771.082,131.40,77.18,0.0572,,,,,,,,,,,,,,,,,,
2772.311,131.45,77.73,0.1537,,,,,,,,,,,,,,,,,,
2773.541,131.50,78.22,0.2395,,,,,,,,,,,,,,,,,,
2774.771,131.55,77.73,0.1518,,,,,,,,,,,,,,,,,,
2776,131.60,77.72,0.1490,,,,,,,,,,,,,,,,,,
2777.229,131.65,74.47,-0.4275,,,,,,,,,,,,,,,,,,
2778.459,131.70,71.44,-0.9651,,,,,,,,,,,,,,,,,,
2779.688,131.75,74.92,-0.3497,,,,,,,,,,,,,,,,,,
2780.918,131.80,78.83,0.3418,,,,,,,,,,,,,,,,,,
2782.147,131.85,78.68,0.3143,,,,,,,,,,,,,,,,,,
2783.377,131.90,78.85,0.3434,,,,,,,,,,,,,,,,,,
